asset_id,asset_type,name,lat,lon,surface_type,traffic_estimate,last_repair_date,pothole_reports_30d,pothole_reports_180d,condition_index,report_text,repair_history,images
RD-00740,road,Segment D-740,41.973407,-87.544949,asphalt,56370,2024-05-31,5,8,91,Concrete spalling and exposed rebar found around deck edge and joint line. Distress concentrated near shoulder edge. Temporary patch applied this week.,,https://example.com/images/rd-00740_pothole.jpg
RD-00741,road,Segment A-741,41.776343,-87.726343,asphalt,86203,2024-10-14,2,8,99,Longitudinal cracking near wheel path with water ingress and patch separation. Distress concentrated near shoulder edge. Temporary patch applied this week.,full-depth patch 2025-08-13; mill and fill 2024-02-02,
RD-00742,road,Segment A-742,42.040536,-87.75773,asphalt,68232,2024-11-23,6,15,76,Longitudinal cracking near wheel path with water ingress and patch separation. Distress concentrated near wheel path. Temporary patch applied last month.,,
RD-00743,road,Segment A-743,41.876406,-87.823618,asphalt,87915,2025-07-06,3,12,67,Deck delamination with hollow sound and moisture intrusion evidence. Distress concentrated near wheel path. Temporary patch applied last month.,mill and fill 2024-01-14,
RD-00744,road,Segment D-744,42.021216,-87.622114,composite,31897,2025-06-26,4,6,80,Repeated pothole rebound after winter freeze-thaw and heavy truck traffic. Distress concentrated near wheel path. Temporary patch applied this week.,drain rehab 2024-11-17,
RD-00745,road,Segment A-745,42.021665,-87.837163,asphalt,75439,2024-05-19,6,19,35,Expansion joint leakage accelerating deck and support deterioration. Distress concentrated near wheel path. Temporary patch applied two weeks ago.,seal coat 2024-02-04; full-depth patch 2025-03-19; mill and fill 2025-08-19,https://example.com/images/rd-00745_pothole.jpg
RD-00746,road,Segment B-746,41.753373,-87.667645,composite,13173,2025-11-26,3,7,58,Deck delamination with hollow sound and moisture intrusion evidence. Distress concentrated near travel lane. Temporary patch applied last month.,,https://example.com/images/rd-00746_fatigue.jpg
RD-00747,road,Segment A-747,41.987598,-87.638187,asphalt,70405,2025-09-03,6,14,47,"Standing water, blocked inlets, and shoulder washout after rainfall events. Distress concentrated near travel lane. Temporary patch applied this week.",,https://example.com/images/rd-00747_washout.jpg
RD-00748,road,Segment B-748,42.008537,-87.647331,concrete,61003,2024-11-07,4,11,72,"Standing water, blocked inlets, and shoulder washout after rainfall events. Distress concentrated near drain inlet area. Temporary patch applied two weeks ago.",mill and fill 2024-09-01; drain rehab 2024-02-20; drain rehab 2026-02-05,
RD-00749,road,Segment B-749,41.823831,-87.923211,concrete,87636,2025-10-09,4,11,99,Repeated pothole rebound after winter freeze-thaw and heavy truck traffic. Distress concentrated near drain inlet area. Temporary patch applied last month.,seal coat 2025-06-20; seal coat 2025-11-29,
RD-00750,road,Segment C-750,41.762611,-87.807164,asphalt,17950,2024-06-23,3,6,80,Longitudinal cracking near wheel path with water ingress and patch separation. Distress concentrated near wheel path. Temporary patch applied this week.,,https://example.com/images/rd-00750_crack.jpg
RD-00751,road,Segment B-751,41.745371,-87.662175,concrete,93798,2025-06-16,6,16,76,Expansion joint leakage accelerating deck and support deterioration. Distress concentrated near shoulder edge. Temporary patch applied last month.,full-depth patch 2024-08-26,https://example.com/images/rd-00751_fatigue.jpg
RD-00752,road,Segment B-752,41.886745,-87.566853,asphalt,11376,2025-01-18,3,10,62,Deck delamination with hollow sound and moisture intrusion evidence. Distress concentrated near drain inlet area. Temporary patch applied two weeks ago.,,
RD-00753,road,Segment B-753,41.673741,-87.911002,concrete,89762,2024-06-18,3,16,36,"Standing water, blocked inlets, and shoulder washout after rainfall events. Distress concentrated near travel lane. Temporary patch applied last month.",full-depth patch 2024-04-02,
RD-00754,road,Segment A-754,41.962145,-87.842004,composite,42997,2024-10-03,3,11,47,Longitudinal cracking near wheel path with water ingress and patch separation. Distress concentrated near drain inlet area. Temporary patch applied this week.,mill and fill 2024-03-31; full-depth patch 2024-08-11; seal coat 2025-11-07,
RD-00755,road,Segment C-755,42.025049,-87.790331,concrete,43840,2025-07-13,4,10,68,Deck delamination with hollow sound and moisture intrusion evidence. Distress concentrated near wheel path. Temporary patch applied two weeks ago.,full-depth patch 2024-12-25; seal coat 2023-10-03; drain rehab 2025-07-06,
RD-00756,road,Segment B-756,41.648697,-87.85583,asphalt,33291,2025-06-27,3,15,46,Corrosion staining and section loss observed on bearing and steel members. Distress concentrated near travel lane. Temporary patch applied last month.,drain rehab 2024-06-01,https://example.com/images/rd-00756_washout.jpg
RD-00757,road,Segment A-757,41.747142,-87.536544,composite,67974,2025-04-28,6,15,51,Expansion joint leakage accelerating deck and support deterioration. Distress concentrated near wheel path. Temporary patch applied this week.,seal coat 2025-03-21; mill and fill 2024-04-07,https://example.com/images/rd-00757_pothole.jpg
RD-00758,road,Segment B-758,42.011535,-87.643533,concrete,62875,2024-07-24,6,17,36,Longitudinal cracking near wheel path with water ingress and patch separation. Distress concentrated near travel lane. Temporary patch applied two weeks ago.,drain rehab 2024-03-24; seal coat 2025-10-09,
RD-00759,road,Segment D-759,41.643247,-87.54896,composite,88992,2025-12-26,8,22,18,Concrete spalling and exposed rebar found around deck edge and joint line. Distress concentrated near travel lane. Temporary patch applied this week.,seal coat 2023-10-23; mill and fill 2025-03-14; drain rehab 2024-02-16,
RD-00760,road,Segment C-760,42.048647,-87.664225,composite,65702,2025-05-04,3,13,59,"Standing water, blocked inlets, and shoulder washout after rainfall events. Distress concentrated near travel lane. Temporary patch applied last month.",seal coat 2024-01-24; mill and fill 2024-10-23,https://example.com/images/rd-00760_spalling.jpg
RD-00761,road,Segment D-761,41.901385,-87.680028,concrete,15960,2026-01-25,4,6,60,"Standing water, blocked inlets, and shoulder washout after rainfall events. Distress concentrated near drain inlet area. Temporary patch applied last month.",drain rehab 2023-12-15; full-depth patch 2025-01-26,https://example.com/images/rd-00761_crack.jpg
RD-00762,road,Segment C-762,42.034895,-87.539048,concrete,60599,2025-07-19,6,15,78,Expansion joint leakage accelerating deck and support deterioration. Distress concentrated near shoulder edge. Temporary patch applied this week.,full-depth patch 2024-02-10,
RD-00763,road,Segment D-763,41.69927,-87.914288,asphalt,63925,2024-06-30,7,19,36,Expansion joint leakage accelerating deck and support deterioration. Distress concentrated near travel lane. Temporary patch applied two weeks ago.,mill and fill 2025-11-04; mill and fill 2025-12-21,
RD-00764,road,Segment D-764,41.867395,-87.758568,composite,6092,2023-12-14,2,10,86,Localized pavement settlement and subgrade void risk near utility crossing. Distress concentrated near shoulder edge. Temporary patch applied last month.,seal coat 2024-03-23,
RD-00765,road,Segment B-765,41.795352,-87.705716,concrete,78366,2026-01-23,5,19,28,"Standing water, blocked inlets, and shoulder washout after rainfall events. Distress concentrated near drain inlet area. Temporary patch applied this week.",full-depth patch 2024-09-02; seal coat 2023-06-24,
RD-00766,road,Segment A-766,41.677055,-87.798913,asphalt,58483,2023-12-02,4,15,50,Deck delamination with hollow sound and moisture intrusion evidence. Distress concentrated near shoulder edge. Temporary patch applied last month.,full-depth patch 2025-05-25; mill and fill 2023-07-07; mill and fill 2024-06-09,
RD-00767,road,Segment B-767,41.924744,-87.845216,asphalt,44450,2025-04-10,5,7,90,Localized pavement settlement and subgrade void risk near utility crossing. Distress concentrated near wheel path. Temporary patch applied two weeks ago.,full-depth patch 2025-05-11; seal coat 2025-04-02,https://example.com/images/rd-00767_pothole.jpg
RD-00768,road,Segment A-768,42.014331,-87.641273,asphalt,58422,2025-05-17,5,18,41,Localized pavement settlement and subgrade void risk near utility crossing. Distress concentrated near wheel path. Temporary patch applied two weeks ago.,,https://example.com/images/rd-00768_washout.jpg
RD-00769,road,Segment D-769,41.758635,-87.77146,composite,52640,2025-11-14,5,15,61,Deck delamination with hollow sound and moisture intrusion evidence. Distress concentrated near wheel path. Temporary patch applied two weeks ago.,,https://example.com/images/rd-00769_spalling.jpg
RD-00770,road,Segment A-770,41.921353,-87.63224,composite,24705,2024-05-19,4,7,59,Deck delamination with hollow sound and moisture intrusion evidence. Distress concentrated near travel lane. Temporary patch applied this week.,full-depth patch 2023-10-03,
RD-00771,road,Segment C-771,41.804996,-87.587431,composite,53074,2024-07-06,4,11,59,Concrete spalling and exposed rebar found around deck edge and joint line. Distress concentrated near travel lane. Temporary patch applied two weeks ago.,mill and fill 2025-03-27; drain rehab 2024-06-18; mill and fill 2025-02-18,
RD-00772,road,Segment B-772,41.785272,-87.767014,asphalt,4624,2026-02-15,4,10,68,"Standing water, blocked inlets, and shoulder washout after rainfall events. Distress concentrated near wheel path. Temporary patch applied this week.",seal coat 2024-05-26; full-depth patch 2025-05-07; seal coat 2025-10-10,
RD-00773,road,Segment A-773,42.019453,-87.79557,concrete,92465,2024-12-13,4,13,61,Longitudinal cracking near wheel path with water ingress and patch separation. Distress concentrated near wheel path. Temporary patch applied two weeks ago.,mill and fill 2025-04-08; seal coat 2024-03-06; seal coat 2025-01-24,
RD-00774,road,Segment B-774,41.892129,-87.758905,composite,24232,2024-09-11,4,10,78,Longitudinal cracking near wheel path with water ingress and patch separation. Distress concentrated near wheel path. Temporary patch applied two weeks ago.,drain rehab 2023-09-15,https://example.com/images/rd-00774_crack.jpg
RD-00775,road,Segment A-775,41.68276,-87.670599,asphalt,16734,2024-09-12,5,12,78,Longitudinal cracking near wheel path with water ingress and patch separation. Distress concentrated near travel lane. Temporary patch applied two weeks ago.,full-depth patch 2025-12-08; drain rehab 2024-04-15; drain rehab 2025-09-03,https://example.com/images/rd-00775_spalling.jpg
RD-00776,road,Segment A-776,41.732968,-87.764131,composite,4850,2026-01-15,3,4,78,Corrosion staining and section loss observed on bearing and steel members. Distress concentrated near shoulder edge. Temporary patch applied this week.,mill and fill 2023-10-07; drain rehab 2023-08-03,
RD-00777,road,Segment A-777,41.691746,-87.791787,asphalt,23106,2025-07-20,3,13,56,Concrete spalling and exposed rebar found around deck edge and joint line. Distress concentrated near shoulder edge. Temporary patch applied last month.,full-depth patch 2025-09-18,https://example.com/images/rd-00777_fatigue.jpg
RD-00778,road,Segment C-778,41.802698,-87.895636,concrete,17709,2024-10-03,3,14,52,Longitudinal cracking near wheel path with water ingress and patch separation. Distress concentrated near wheel path. Temporary patch applied this week.,mill and fill 2024-07-08; mill and fill 2025-09-14; mill and fill 2023-11-16,
RD-00779,road,Segment C-779,41.678119,-87.58221,composite,93008,2024-12-05,5,19,76,Repeated pothole rebound after winter freeze-thaw and heavy truck traffic. Distress concentrated near travel lane. Temporary patch applied two weeks ago.,mill and fill 2025-03-12,
RD-00780,road,Segment A-780,41.919692,-87.540109,composite,13294,2024-10-15,4,4,99,Expansion joint leakage accelerating deck and support deterioration. Distress concentrated near travel lane. Temporary patch applied this week.,full-depth patch 2023-06-12; drain rehab 2023-07-25,https://example.com/images/rd-00780_joint.jpg
RD-00781,road,Segment C-781,41.743595,-87.524257,asphalt,21859,2023-11-23,4,10,73,Longitudinal cracking near wheel path with water ingress and patch separation. Distress concentrated near shoulder edge. Temporary patch applied last month.,seal coat 2025-04-11,https://example.com/images/rd-00781_spalling.jpg
RD-00782,road,Segment B-782,41.894419,-87.929156,composite,52732,2025-09-15,6,18,52,"Standing water, blocked inlets, and shoulder washout after rainfall events. Distress concentrated near drain inlet area. Temporary patch applied two weeks ago.",full-depth patch 2025-04-03; mill and fill 2024-07-07,
RD-00783,road,Segment A-783,41.644047,-87.559687,concrete,23704,2024-01-21,5,8,71,Localized pavement settlement and subgrade void risk near utility crossing. Distress concentrated near travel lane. Temporary patch applied two weeks ago.,full-depth patch 2026-02-05; mill and fill 2024-09-13,
RD-00784,road,Segment A-784,41.852084,-87.856081,concrete,31738,2025-12-08,3,7,94,Localized pavement settlement and subgrade void risk near utility crossing. Distress concentrated near travel lane. Temporary patch applied last month.,drain rehab 2024-02-28,https://example.com/images/rd-00784_pothole.jpg
RD-00785,road,Segment D-785,41.908705,-87.931055,concrete,87610,2025-06-06,4,10,82,Corrosion staining and section loss observed on bearing and steel members. Distress concentrated near shoulder edge. Temporary patch applied last month.,,https://example.com/images/rd-00785_washout.jpg
RD-00786,road,Segment D-786,41.735483,-87.716658,asphalt,84184,2025-11-09,4,19,52,Longitudinal cracking near wheel path with water ingress and patch separation. Distress concentrated near shoulder edge. Temporary patch applied last month.,,
RD-00787,road,Segment B-787,41.868861,-87.711607,asphalt,82424,2024-08-15,3,12,76,Longitudinal cracking near wheel path with water ingress and patch separation. Distress concentrated near travel lane. Temporary patch applied last month.,full-depth patch 2024-10-04; mill and fill 2025-03-07; drain rehab 2023-08-04,
RD-00788,road,Segment D-788,41.715872,-87.537879,composite,26386,2024-10-29,3,7,68,Corrosion staining and section loss observed on bearing and steel members. Distress concentrated near drain inlet area. Temporary patch applied last month.,,
RD-00789,road,Segment B-789,41.918992,-87.781459,concrete,39429,2024-04-23,4,4,99,"Standing water, blocked inlets, and shoulder washout after rainfall events. Distress concentrated near wheel path. Temporary patch applied two weeks ago.",,https://example.com/images/rd-00789_crack.jpg
RD-00790,road,Segment B-790,42.016728,-87.729463,asphalt,9086,2024-08-16,3,7,79,Localized pavement settlement and subgrade void risk near utility crossing. Distress concentrated near shoulder edge. Temporary patch applied two weeks ago.,,
RD-00791,road,Segment D-791,41.914898,-87.794964,composite,75585,2024-08-08,4,16,55,Expansion joint leakage accelerating deck and support deterioration. Distress concentrated near travel lane. Temporary patch applied last month.,drain rehab 2024-05-29; mill and fill 2024-02-12,https://example.com/images/rd-00791_drainage.jpg
RD-00792,road,Segment D-792,41.91407,-87.586538,asphalt,1333,2024-01-21,4,13,35,Corrosion staining and section loss observed on bearing and steel members. Distress concentrated near shoulder edge. Temporary patch applied this week.,drain rehab 2023-12-31; mill and fill 2025-12-18; full-depth patch 2024-05-27,
RD-00793,road,Segment C-793,41.719459,-87.879472,concrete,81826,2025-05-07,3,15,69,Concrete spalling and exposed rebar found around deck edge and joint line. Distress concentrated near drain inlet area. Temporary patch applied two weeks ago.,mill and fill 2024-05-01; full-depth patch 2023-12-30,https://example.com/images/rd-00793_washout.jpg
RD-00794,road,Segment A-794,42.017132,-87.569398,asphalt,41799,2025-02-09,6,12,81,Expansion joint leakage accelerating deck and support deterioration. Distress concentrated near travel lane. Temporary patch applied last month.,mill and fill 2024-04-30; full-depth patch 2024-08-12,https://example.com/images/rd-00794_pothole.jpg
RD-00795,road,Segment C-795,41.677245,-87.664351,concrete,32077,2026-01-09,5,10,67,Longitudinal cracking near wheel path with water ingress and patch separation. Distress concentrated near drain inlet area. Temporary patch applied two weeks ago.,,
RD-00796,road,Segment B-796,41.792795,-87.656859,asphalt,20247,2024-12-17,5,13,58,Repeated pothole rebound after winter freeze-thaw and heavy truck traffic. Distress concentrated near travel lane. Temporary patch applied this week.,mill and fill 2024-11-29,
RD-00797,road,Segment C-797,41.734859,-87.619623,asphalt,3759,2025-11-28,6,13,48,Deck delamination with hollow sound and moisture intrusion evidence. Distress concentrated near drain inlet area. Temporary patch applied last month.,,
RD-00798,road,Segment C-798,42.049403,-87.641767,composite,50704,2024-05-09,5,16,48,Concrete spalling and exposed rebar found around deck edge and joint line. Distress concentrated near drain inlet area. Temporary patch applied last month.,mill and fill 2025-09-08,
RD-00799,road,Segment D-799,42.004725,-87.715016,asphalt,52830,2024-11-14,6,16,65,Repeated pothole rebound after winter freeze-thaw and heavy truck traffic. Distress concentrated near wheel path. Temporary patch applied this week.,seal coat 2025-03-28; mill and fill 2023-08-07,
RD-00800,road,Segment B-800,41.915835,-87.615464,concrete,12584,2024-12-18,6,12,70,Corrosion staining and section loss observed on bearing and steel members. Distress concentrated near shoulder edge. Temporary patch applied last month.,seal coat 2024-05-24,https://example.com/images/rd-00800_crack.jpg
RD-00801,road,Segment C-801,41.834672,-87.909432,asphalt,72289,2025-01-17,7,18,67,Longitudinal cracking near wheel path with water ingress and patch separation. Distress concentrated near drain inlet area. Temporary patch applied this week.,drain rehab 2024-07-24,https://example.com/images/rd-00801_pothole.jpg
RD-00802,road,Segment B-802,41.70275,-87.552772,asphalt,85934,2025-11-13,5,17,73,Corrosion staining and section loss observed on bearing and steel members. Distress concentrated near drain inlet area. Temporary patch applied two weeks ago.,mill and fill 2023-06-08,
RD-00803,road,Segment D-803,41.660926,-87.849336,composite,71971,2025-04-12,4,12,99,Deck delamination with hollow sound and moisture intrusion evidence. Distress concentrated near shoulder edge. Temporary patch applied two weeks ago.,seal coat 2025-11-05; seal coat 2024-06-12,
RD-00804,road,Segment A-804,41.906821,-87.676306,asphalt,48406,2024-02-20,3,13,61,"Standing water, blocked inlets, and shoulder washout after rainfall events. Distress concentrated near travel lane. Temporary patch applied last month.",full-depth patch 2025-09-24; drain rehab 2025-09-03,
RD-00805,road,Segment C-805,41.742796,-87.927716,composite,77054,2024-07-18,3,15,67,"Standing water, blocked inlets, and shoulder washout after rainfall events. Distress concentrated near wheel path. Temporary patch applied last month.",seal coat 2024-03-10; mill and fill 2025-03-15,
RD-00806,road,Segment C-806,41.857134,-87.631363,asphalt,31867,2025-11-15,5,12,29,Deck delamination with hollow sound and moisture intrusion evidence. Distress concentrated near travel lane. Temporary patch applied last month.,drain rehab 2025-04-04; seal coat 2024-09-24; full-depth patch 2024-11-01,https://example.com/images/rd-00806_drainage.jpg
RD-00807,road,Segment B-807,41.899366,-87.898926,asphalt,52433,2023-11-22,3,10,80,Localized pavement settlement and subgrade void risk near utility crossing. Distress concentrated near drain inlet area. Temporary patch applied two weeks ago.,mill and fill 2025-06-04; mill and fill 2023-08-06; drain rehab 2023-12-24,https://example.com/images/rd-00807_drainage.jpg
RD-00808,road,Segment A-808,41.965601,-87.717182,concrete,19054,2024-04-17,4,9,76,Longitudinal cracking near wheel path with water ingress and patch separation. Distress concentrated near wheel path. Temporary patch applied this week.,seal coat 2024-02-19; full-depth patch 2025-06-28,
RD-00809,road,Segment A-809,41.704218,-87.741878,concrete,60675,2024-07-06,5,10,63,Concrete spalling and exposed rebar found around deck edge and joint line. Distress concentrated near shoulder edge. Temporary patch applied last month.,mill and fill 2026-02-28,
RD-00810,road,Segment C-810,41.830758,-87.938294,concrete,4918,2025-12-20,4,7,63,Localized pavement settlement and subgrade void risk near utility crossing. Distress concentrated near shoulder edge. Temporary patch applied two weeks ago.,,https://example.com/images/rd-00810_joint.jpg
RD-00811,road,Segment A-811,41.756418,-87.629391,asphalt,95095,2025-06-20,5,19,69,Expansion joint leakage accelerating deck and support deterioration. Distress concentrated near drain inlet area. Temporary patch applied two weeks ago.,,https://example.com/images/rd-00811_joint.jpg
RD-00812,road,Segment D-812,41.804475,-87.900694,composite,83031,2024-08-19,6,22,29,Expansion joint leakage accelerating deck and support deterioration. Distress concentrated near wheel path. Temporary patch applied two weeks ago.,mill and fill 2025-01-23; seal coat 2024-03-22; drain rehab 2023-07-03,https://example.com/images/rd-00812_pothole.jpg
RD-00813,road,Segment B-813,41.698918,-87.557433,concrete,79506,2025-05-24,2,14,43,Localized pavement settlement and subgrade void risk near utility crossing. Distress concentrated near wheel path. Temporary patch applied last month.,seal coat 2024-07-09; seal coat 2025-12-19,
RD-00814,road,Segment A-814,41.794993,-87.910102,composite,76825,2023-12-02,4,15,57,Longitudinal cracking near wheel path with water ingress and patch separation. Distress concentrated near shoulder edge. Temporary patch applied last month.,drain rehab 2026-01-07,
RD-00815,road,Segment D-815,41.940306,-87.565389,composite,33892,2024-12-26,2,10,64,Repeated pothole rebound after winter freeze-thaw and heavy truck traffic. Distress concentrated near shoulder edge. Temporary patch applied two weeks ago.,mill and fill 2024-05-21; full-depth patch 2025-01-24,https://example.com/images/rd-00815_joint.jpg
RD-00816,road,Segment D-816,41.815927,-87.574301,composite,23391,2025-08-03,2,14,45,Concrete spalling and exposed rebar found around deck edge and joint line. Distress concentrated near shoulder edge. Temporary patch applied this week.,seal coat 2024-11-01; full-depth patch 2026-01-16,https://example.com/images/rd-00816_pothole.jpg
RD-00817,road,Segment A-817,42.00836,-87.858976,concrete,49170,2024-03-19,3,10,59,Deck delamination with hollow sound and moisture intrusion evidence. Distress concentrated near shoulder edge. Temporary patch applied this week.,drain rehab 2025-11-18,
RD-00818,road,Segment A-818,41.91536,-87.818509,asphalt,78906,2024-06-22,3,12,67,Expansion joint leakage accelerating deck and support deterioration. Distress concentrated near drain inlet area. Temporary patch applied this week.,seal coat 2025-07-03; mill and fill 2025-10-15,
RD-00819,road,Segment B-819,41.842555,-87.56293,composite,83965,2024-09-02,4,18,41,Corrosion staining and section loss observed on bearing and steel members. Distress concentrated near wheel path. Temporary patch applied last month.,seal coat 2024-10-27; seal coat 2024-10-07; mill and fill 2026-02-04,https://example.com/images/rd-00819_pothole.jpg
RD-00820,road,Segment D-820,41.791795,-87.831568,concrete,38644,2025-11-09,5,9,66,Deck delamination with hollow sound and moisture intrusion evidence. Distress concentrated near wheel path. Temporary patch applied two weeks ago.,drain rehab 2024-02-09,
RD-00821,road,Segment C-821,41.906479,-87.941679,composite,55485,2024-07-30,6,13,46,Deck delamination with hollow sound and moisture intrusion evidence. Distress concentrated near wheel path. Temporary patch applied two weeks ago.,,https://example.com/images/rd-00821_washout.jpg
RD-00822,road,Segment D-822,41.90335,-87.778944,composite,25543,2025-08-22,6,14,30,Localized pavement settlement and subgrade void risk near utility crossing. Distress concentrated near shoulder edge. Temporary patch applied last month.,full-depth patch 2024-11-03,https://example.com/images/rd-00822_drainage.jpg
RD-00823,road,Segment A-823,42.019837,-87.944718,concrete,18121,2024-12-29,4,10,50,"Standing water, blocked inlets, and shoulder washout after rainfall events. Distress concentrated near shoulder edge. Temporary patch applied this week.",drain rehab 2024-02-10,https://example.com/images/rd-00823_crack.jpg
RD-00824,road,Segment A-824,41.998903,-87.709707,concrete,61356,2024-02-17,5,9,67,"Standing water, blocked inlets, and shoulder washout after rainfall events. Distress concentrated near drain inlet area. Temporary patch applied this week.",,
RD-00825,road,Segment D-825,41.954735,-87.725347,concrete,51871,2024-12-11,2,9,68,"Standing water, blocked inlets, and shoulder washout after rainfall events. Distress concentrated near wheel path. Temporary patch applied two weeks ago.",mill and fill 2023-09-09; mill and fill 2025-07-21; mill and fill 2025-06-20,https://example.com/images/rd-00825_joint.jpg
RD-00826,road,Segment D-826,41.848772,-87.92792,composite,14463,2024-01-02,5,14,56,Concrete spalling and exposed rebar found around deck edge and joint line. Distress concentrated near travel lane. Temporary patch applied last month.,,https://example.com/images/rd-00826_spalling.jpg
RD-00827,road,Segment B-827,41.80197,-87.640124,asphalt,5754,2024-06-08,4,13,48,"Standing water, blocked inlets, and shoulder washout after rainfall events. Distress concentrated near travel lane. Temporary patch applied last month.",full-depth patch 2023-09-14; full-depth patch 2025-02-06,https://example.com/images/rd-00827_joint.jpg
RD-00828,road,Segment A-828,41.854516,-87.526808,concrete,17146,2025-10-21,2,8,88,Corrosion staining and section loss observed on bearing and steel members. Distress concentrated near wheel path. Temporary patch applied two weeks ago.,drain rehab 2024-07-26; drain rehab 2023-12-09,https://example.com/images/rd-00828_fatigue.jpg
RD-00829,road,Segment C-829,41.872645,-87.745,asphalt,86876,2025-07-01,6,17,47,Corrosion staining and section loss observed on bearing and steel members. Distress concentrated near drain inlet area. Temporary patch applied last month.,full-depth patch 2024-10-04; seal coat 2025-06-02,
RD-00830,road,Segment A-830,41.772189,-87.817578,composite,11661,2024-12-13,2,6,71,"Standing water, blocked inlets, and shoulder washout after rainfall events. Distress concentrated near shoulder edge. Temporary patch applied this week.",,
RD-00831,road,Segment A-831,41.759988,-87.855402,composite,71804,2025-12-10,4,14,77,Expansion joint leakage accelerating deck and support deterioration. Distress concentrated near wheel path. Temporary patch applied last month.,full-depth patch 2023-09-08,
RD-00832,road,Segment D-832,41.641375,-87.58824,asphalt,7080,2025-10-09,3,8,76,"Standing water, blocked inlets, and shoulder washout after rainfall events. Distress concentrated near travel lane. Temporary patch applied this week.",seal coat 2025-04-13; seal coat 2025-02-17; drain rehab 2024-07-23,https://example.com/images/rd-00832_corrosion.jpg
RD-00833,road,Segment C-833,41.775899,-87.677505,asphalt,82699,2024-10-09,3,11,95,Corrosion staining and section loss observed on bearing and steel members. Distress concentrated near travel lane. Temporary patch applied last month.,drain rehab 2025-03-10,
RD-00834,road,Segment C-834,41.958127,-87.879517,asphalt,5457,2024-07-14,5,8,50,Repeated pothole rebound after winter freeze-thaw and heavy truck traffic. Distress concentrated near wheel path. Temporary patch applied last month.,full-depth patch 2023-10-05; mill and fill 2024-12-01; drain rehab 2023-10-01,https://example.com/images/rd-00834_joint.jpg
RD-00835,road,Segment B-835,41.885476,-87.645545,asphalt,93782,2024-02-14,6,15,86,Repeated pothole rebound after winter freeze-thaw and heavy truck traffic. Distress concentrated near shoulder edge. Temporary patch applied two weeks ago.,seal coat 2023-10-05; mill and fill 2023-10-06,
RD-00836,road,Segment B-836,41.781425,-87.783978,asphalt,49983,2025-08-10,4,17,47,Corrosion staining and section loss observed on bearing and steel members. Distress concentrated near drain inlet area. Temporary patch applied last month.,seal coat 2024-01-19; seal coat 2024-12-24; full-depth patch 2025-03-15,
RD-00837,road,Segment A-837,41.803238,-87.623209,asphalt,8623,2024-01-05,1,5,89,Expansion joint leakage accelerating deck and support deterioration. Distress concentrated near wheel path. Temporary patch applied two weeks ago.,seal coat 2025-02-03; drain rehab 2026-01-08,https://example.com/images/rd-00837_fatigue.jpg
RD-00838,road,Segment D-838,41.673547,-87.815376,composite,46715,2024-07-16,4,14,65,Expansion joint leakage accelerating deck and support deterioration. Distress concentrated near wheel path. Temporary patch applied this week.,full-depth patch 2024-06-04; full-depth patch 2024-05-22,
RD-00839,road,Segment D-839,41.672671,-87.525691,asphalt,47268,2025-07-17,3,15,70,Deck delamination with hollow sound and moisture intrusion evidence. Distress concentrated near travel lane. Temporary patch applied last month.,seal coat 2024-04-14,https://example.com/images/rd-00839_corrosion.jpg
RD-00840,road,Segment D-840,41.930573,-87.895162,asphalt,87993,2024-02-11,4,16,66,Localized pavement settlement and subgrade void risk near utility crossing. Distress concentrated near shoulder edge. Temporary patch applied this week.,seal coat 2024-06-03,
RD-00841,road,Segment B-841,41.716208,-87.769973,composite,39083,2024-07-10,5,18,42,Corrosion staining and section loss observed on bearing and steel members. Distress concentrated near drain inlet area. Temporary patch applied this week.,,https://example.com/images/rd-00841_drainage.jpg
RD-00842,road,Segment B-842,41.795503,-87.5544,asphalt,13335,2025-01-27,3,7,63,Repeated pothole rebound after winter freeze-thaw and heavy truck traffic. Distress concentrated near drain inlet area. Temporary patch applied this week.,mill and fill 2024-07-31,https://example.com/images/rd-00842_drainage.jpg
RD-00843,road,Segment C-843,41.756353,-87.702141,composite,30365,2023-11-12,6,13,57,"Standing water, blocked inlets, and shoulder washout after rainfall events. Distress concentrated near wheel path. Temporary patch applied last month.",drain rehab 2024-02-21; seal coat 2024-09-25,
RD-00844,road,Segment B-844,41.737829,-87.530218,concrete,1612,2026-01-25,3,15,42,Corrosion staining and section loss observed on bearing and steel members. Distress concentrated near drain inlet area. Temporary patch applied last month.,drain rehab 2025-12-18; seal coat 2025-01-29,https://example.com/images/rd-00844_pothole.jpg
RD-00845,road,Segment C-845,41.785432,-87.718889,concrete,2451,2025-04-01,2,8,53,Localized pavement settlement and subgrade void risk near utility crossing. Distress concentrated near shoulder edge. Temporary patch applied this week.,seal coat 2023-08-28; mill and fill 2025-11-28,
RD-00846,road,Segment B-846,41.940349,-87.856583,composite,86133,2025-11-04,5,17,80,Longitudinal cracking near wheel path with water ingress and patch separation. Distress concentrated near wheel path. Temporary patch applied this week.,full-depth patch 2025-02-17,https://example.com/images/rd-00846_drainage.jpg
RD-00847,road,Segment A-847,41.964375,-87.719926,composite,88243,2025-11-05,5,16,44,Expansion joint leakage accelerating deck and support deterioration. Distress concentrated near travel lane. Temporary patch applied this week.,full-depth patch 2023-07-14,
